estate_address,city,rent,completion,room,room_size,structure
群馬県太田市西新町,太田市,32000,1996-3-1,1R,26.17,木造
群馬県太田市西新町,太田市,30000,1996-3-1,1R,26.17,木造
群馬県太田市西新町,太田市,25000,1996-3-1,1R,26.17,木造
群馬県前橋市川原町,前橋市,59000,1996-3-20,2LDK,51,RC(鉄筋コンクリート造)
群馬県前橋市川原町,前橋市,64000,1996-3-20,2LDK,51,RC(鉄筋コンクリート造)
群馬県高崎市石原町,高崎市,55000,1996-4-1,3DK,58.59,RC(鉄筋コンクリート造)
栃木県足利市葉鹿町,足利市,53000,1996-4-1,3DK,54.16,軽量鉄骨造
群馬県みどり市大間々町大間々,みどり市,43000,1996-4-1,1LDK,41.4,重量鉄骨造
栃木県足利市若草町,足利市,55000,1996-4-1,3DK,50.78,軽量鉄骨造
栃木県足利市堀込町,足利市,50000,1996-4-1,3DK,52.65,木造
群馬県前橋市高井町1丁目,前橋市,53000,1996-4-1,3DK,53.32,軽量鉄骨造
栃木県足利市葉鹿町,足利市,50000,1996-4-1,3DK,54.16,軽量鉄骨造
群馬県佐波郡玉村町大字下新田,佐波郡,55000,1996-4-1,3DK,50.78,軽量鉄骨造
群馬県みどり市大間々町大間々,みどり市,43000,1996-4-1,1LDK,41.4,重量鉄骨造
群馬県佐波郡玉村町大字下新田,佐波郡,55000,1996-4-1,3DK,50.78,軽量鉄骨造
栃木県足利市田中町,足利市,39000,1996-4-1,1K,20.49,木造
群馬県前橋市荒牧町4丁目,前橋市,37000,1996-4-1,1K,28.8,RC(鉄筋コンクリート造)
栃木県足利市田中町,足利市,43000,1996-4-1,1K,20.49,木造
群馬県前橋市元総社町,前橋市,55000,1996-4-1,2LDK,50.78,軽量鉄骨造
群馬県前橋市高井町1丁目,前橋市,54000,1996-4-1,3DK,53.32,軽量鉄骨造
群馬県伊勢崎市国定町1丁目,伊勢崎市,48000,1996-4-1,3DK,50.78,軽量鉄骨造
群馬県前橋市山王町,前橋市,28000,1996-4-1,1R,19.4,木造
群馬県館林市大街道1丁目,館林市,46000,1996-4-1,1LDK,40.92,軽量鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,65000,1996-4-1,3DK,56.84,RC(鉄筋コンクリート造)
栃木県足利市田中町,足利市,40000,1996-4-1,1K,20.49,木造
群馬県高崎市東貝沢町1丁目,高崎市,50000,1996-4-1,2DK,42.96,鉄骨造
群馬県伊勢崎市国定町1丁目,伊勢崎市,48000,1996-4-1,3DK,50.78,軽量鉄骨造
群馬県邑楽郡千代田町大字赤岩,邑楽郡,55000,1996-4-25,3DK,55.73,木造
群馬県太田市高林西町,太田市,55000,1996-5-1,3DK,52.99,木造
群馬県高崎市福島町,高崎市,45000,1996-5-1,2LDK,53.63,木造
群馬県前橋市荒牧町,前橋市,46000,1996-5-1,2K,36.36,軽量鉄骨造
群馬県太田市高林西町,太田市,55000,1996-5-1,3DK,52.99,木造
栃木県足利市田中町,足利市,38000,1996-6-1,1K,34.77,鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,60000,1996-7-1,3DK,46.17,鉄骨造
群馬県伊勢崎市今井町,伊勢崎市,30000,1996-7-1,1K,26.49,鉄骨造
群馬県高崎市中里見町,高崎市,48000,1996-7-1,2LDK,46,木造
群馬県高崎市中里見町,高崎市,50000,1996-7-1,2DK,46,木造
群馬県伊勢崎市今井町,伊勢崎市,30000,1996-7-1,1K,26.49,鉄骨造
栃木県足利市朝倉町,足利市,47000,1996-7-1,2DK,40.16,木造
群馬県伊勢崎市連取町,伊勢崎市,66000,1996-7-1,3DK,46.17,鉄骨造
栃木県足利市朝倉町,足利市,43000,1996-7-1,1K,30.22,木造
群馬県前橋市青柳町,前橋市,47000,1996-7-1,2LDK,53.63,木造
群馬県伊勢崎市今泉町1丁目,伊勢崎市,48000,1996-7-1,2DK,41.31,木造
群馬県伊勢崎市連取町,伊勢崎市,48000,1996-7-1,3DK,49.5,木造
群馬県前橋市小相木町,前橋市,72000,1996-7-17,3LDK,62.72,RC(鉄筋コンクリート造)
群馬県高崎市筑縄町,高崎市,65000,1996-8-1,3LDK,62.34,SRC(鉄骨鉄筋コンクリート)
栃木県足利市田中町,足利市,55000,1996-8-1,2DK,41.12,木造
群馬県高崎市我峰町,高崎市,48000,1996-8-1,2DK,41.92,軽量鉄骨造
群馬県伊勢崎市境美原,伊勢崎市,55000,1996-8-1,2DK,45.04,RC(鉄筋コンクリート造)
群馬県高崎市飯塚町,高崎市,40000,1996-8-1,1K,20.5,鉄骨造
群馬県高崎市中豊岡町,高崎市,50000,1996-8-1,2DK,47.74,鉄骨造
群馬県高崎市我峰町,高崎市,48000,1996-8-1,2K,41.92,軽量鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,43000,1996-8-18,1LDK,40,重量鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,43000,1996-8-18,1LDK,40,重量鉄骨造
群馬県高崎市下佐野町,高崎市,39000,1996-9-1,1K,27.08,軽量鉄骨造
群馬県高崎市下佐野町,高崎市,49000,1996-9-1,1LDK,40.92,軽量鉄骨造
群馬県高崎市下佐野町,高崎市,40000,1996-9-1,1K,27.08,軽量鉄骨造
群馬県高崎市下佐野町,高崎市,39000,1996-9-1,1K,27.08,軽量鉄骨造
群馬県前橋市箱田町,前橋市,58000,1996-9-1,2DK,49.85,軽量鉄骨造
群馬県前橋市紅雲町1丁目,前橋市,60000,1996-9-1,3DK,65.62,RC(鉄筋コンクリート造)
群馬県前橋市紅雲町1丁目,前橋市,70000,1996-9-1,3DK,65.62,RC(鉄筋コンクリート造)
群馬県前橋市紅雲町1丁目,前橋市,64000,1996-9-1,3DK,65.62,RC(鉄筋コンクリート造)
群馬県前橋市下小出町2丁目,前橋市,27000,1996-9-1,1K,21.5,鉄骨造
群馬県前橋市箱田町,前橋市,57000,1996-9-1,2DK,49.85,軽量鉄骨造
栃木県足利市大前町,足利市,38000,1996-9-1,1K,28.16,木造
群馬県前橋市箱田町,前橋市,57000,1996-9-1,2DK,49.85,軽量鉄骨造
群馬県安中市原市,安中市原市,52000,1996-9-1,2LDK,53.63,木造
群馬県安中市原市,安中市原市,50000,1996-9-1,2LDK,53.63,木造
群馬県前橋市東片貝町,前橋市,60000,1996-9-1,3LDK,71.2,鉄骨造
群馬県前橋市下小出町2丁目,前橋市,27000,1996-9-1,1K,21.5,鉄骨造
群馬県前橋市飯土井町,前橋市,50000,1996-9-1,1LDK,46,鉄骨造
群馬県伊勢崎市太田町,伊勢崎市,60000,1996-9-6,3DK,56.72,木造
群馬県前橋市荒牧町,前橋市,50000,1996-10-1,2DK,45.48,軽量鉄骨造
群馬県前橋市鳥羽町,前橋市,64000,1996-10-1,3DK,54.75,軽量鉄骨造
群馬県前橋市鳥羽町,前橋市,50000,1996-10-1,2DK,41.91,軽量鉄骨造
群馬県高崎市棟高町,高崎市,49500,1996-10-1,2LDK,50.93,軽量鉄骨造
栃木県足利市大前町,足利市,35000,1996-10-1,1DK,26.49,木造
群馬県高崎市上並榎町,高崎市,39000,1996-10-1,1K,25.06,軽量鉄骨造
群馬県高崎市上並榎町,高崎市,39000,1996-10-1,1K,25.06,軽量鉄骨造
栃木県足利市大沼田町,足利市,50000,1996-10-1,3DK,46.37,木造
栃木県足利市大前町,足利市,35000,1996-10-1,1DK,26.49,木造
群馬県高崎市江木町,高崎市,45000,1996-10-1,2DK,39.74,木造
群馬県高崎市井野町,高崎市,70000,1996-10-1,2LDK,51.87,鉄骨造
群馬県前橋市荒牧町,前橋市,50000,1996-10-1,2DK,45.48,軽量鉄骨造
群馬県前橋市鳥羽町,前橋市,64000,1996-10-1,3DK,54.75,軽量鉄骨造
群馬県高崎市和田多中町,高崎市,40000,1996-10-1,1K,24.75,鉄骨造
群馬県館林市緑町2丁目,館林市,49000,1996-10-1,1LDK,40.92,軽量鉄骨造
群馬県高崎市下小鳥町,高崎市,38000,1996-11-1,1K,26,木造
群馬県高崎市中豊岡町,高崎市,56000,1996-11-1,3DK,53.93,軽量鉄骨造
群馬県前橋市河原浜町,前橋市,38000,1996-11-1,2DK,44.5,木造
群馬県前橋市河原浜町,前橋市,38000,1996-11-1,2DK,46.2,木造
群馬県伊勢崎市宮子町,伊勢崎市,47000,1996-11-1,2DK,39,木造
群馬県高崎市上里見町,高崎市,45000,1996-11-1,2DK,39.74,重量鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,47000,1996-11-1,2DK,39,木造
群馬県伊勢崎市田中島町,伊勢崎市,46000,1996-11-1,2DK,35.3,軽量鉄骨造
群馬県伊勢崎市茂呂町2丁目,伊勢崎市,37000,1996-11-1,1LDK,39,鉄骨造
群馬県高崎市上里見町,高崎市,42000,1996-11-1,2DK,39.74,重量鉄骨造
群馬県前橋市青柳町,前橋市,55000,1996-12-1,2LDK,57.15,鉄骨造
群馬県伊勢崎市富塚町,伊勢崎市,42000,1996-12-1,2DK,46.06,木造
群馬県伊勢崎市上諏訪町,伊勢崎市,68000,1996-12-1,3DK,59.79,RC(鉄筋コンクリート造)
群馬県伊勢崎市上諏訪町,伊勢崎市,69000,1996-12-1,3DK,59.79,RC(鉄筋コンクリート造)
群馬県前橋市文京町2丁目,前橋市,90000,1997-1-1,3LDK,72.6,木造
群馬県伊勢崎市宮子町,伊勢崎市,49000,1997-1-1,2DK,39,木造
群馬県伊勢崎市宮子町,伊勢崎市,45000,1997-1-1,2DK,39,木造
群馬県高崎市上並榎町,高崎市,53000,1997-1-1,2DK,40.15,軽量鉄骨造
群馬県高崎市矢中町,高崎市,57000,1997-1-1,2LDK,50.08,軽量鉄骨造
群馬県前橋市古市町1丁目,前橋市古市,70000,1997-1-1,4DK,67.66,RC(鉄筋コンクリート造)
群馬県高崎市井野町,高崎市,35000,1997-1-1,1K,17.56,鉄骨造
群馬県前橋市上新田町,前橋市,45000,1997-1-1,2DK,43,鉄骨造
群馬県伊勢崎市韮塚町,伊勢崎市,46000,1997-1-1,1LDK,45,鉄骨造
群馬県伊勢崎市田部井町3丁目,伊勢崎市,55000,1997-1-1,2LDK,56,鉄骨造
群馬県伊勢崎市安堀町,伊勢崎市,46000,1997-1-1,2DK,42.23,木造
群馬県高崎市井野町,高崎市,35000,1997-1-1,1K,17.56,鉄骨造
群馬県高崎市井野町,高崎市,35000,1997-1-1,1K,17.56,鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,49000,1997-1-1,2DK,39,木造
群馬県伊勢崎市昭和町,伊勢崎市,49000,1997-1-1,3DK,46.75,軽量鉄骨造
群馬県伊勢崎市田中島町,伊勢崎市,44000,1997-1-1,2DK,36.54,軽量鉄骨造
群馬県館林市堀工町,館林市,60000,1997-1-1,3DK,50.8,軽量鉄骨造
群馬県前橋市古市町1丁目,前橋市古市,70000,1997-1-1,3LDK,67.66,RC(鉄筋コンクリート造)
群馬県前橋市古市町1丁目,前橋市古市,70000,1997-1-1,3LDK,67.66,RC(鉄筋コンクリート造)
群馬県前橋市古市町1丁目,前橋市古市,73000,1997-1-1,3LDK,67.66,RC(鉄筋コンクリート造)
群馬県前橋市上新田町,前橋市,50000,1997-1-1,1LDK,43,鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,45000,1997-1-1,2DK,39,木造
群馬県伊勢崎市田部井町3丁目,伊勢崎市,53000,1997-1-1,2LDK,56,鉄骨造
栃木県足利市上渋垂町,足利市,45000,1997-1-1,2DK,38,木造
群馬県前橋市文京町2丁目,前橋市,90000,1997-1-1,4K,76,木造
群馬県伊勢崎市安堀町,伊勢崎市,46000,1997-1-1,2DK,42.23,木造
群馬県伊勢崎市安堀町,伊勢崎市,46000,1997-1-1,2DK,42.23,木造
群馬県伊勢崎市安堀町,伊勢崎市,44000,1997-1-1,2DK,42.23,木造
群馬県伊勢崎市田部井町3丁目,伊勢崎市,57000,1997-1-1,2LDK,56,鉄骨造
群馬県伊勢崎市境下武士,伊勢崎市,45000,1997-1-1,2DK,39,木造
群馬県伊勢崎市宮子町,伊勢崎市,49000,1997-1-1,2DK,39,木造
群馬県伊勢崎市連取町,伊勢崎市,55000,1997-1-1,3DK,50.78,軽量鉄骨造
群馬県高崎市浜尻町,高崎市,61000,1997-1-1,3DK,53.59,軽量鉄骨造
群馬県前橋市日吉町4丁目,前橋市,58000,1997-2-1,2LDK,50.08,軽量鉄骨造
群馬県伊勢崎市今泉町2丁目,伊勢崎市,55000,1997-2-1,2LDK,55.89,木造
群馬県前橋市元総社町,前橋市,30000,1997-2-1,1K,22.3,軽量鉄骨造
群馬県伊勢崎市田中島町,伊勢崎市,57000,1997-2-1,3DK,50,軽量鉄骨造
群馬県伊勢崎市今泉町2丁目,伊勢崎市,55000,1997-2-1,2DK,40.99,木造
群馬県邑楽郡大泉町朝日1丁目,邑楽郡,54000,1997-2-1,2DK,45.15,軽量鉄骨造
群馬県前橋市元総社町,前橋市,32000,1997-2-1,1K,22.3,軽量鉄骨造
群馬県伊勢崎市今泉町2丁目,伊勢崎市,55000,1997-2-1,2LDK,55.89,木造
群馬県前橋市朝倉町4丁目,前橋市,37000,1997-3-1,1K,20.67,鉄骨造
群馬県桐生市相生町1丁目,桐生市,34000,1997-3-1,2DK,39.74,木造
群馬県前橋市岩神町2丁目,前橋市,50000,1997-3-1,1LDK,37.27,鉄骨造
群馬県前橋市小相木町,前橋市,54000,1997-3-1,2DK,44.74,軽量鉄骨造
群馬県前橋市朝日町3丁目,前橋市,40000,1997-3-1,1K,26,軽量鉄骨造
群馬県高崎市緑町1丁目,高崎市,38000,1997-3-1,1K,25.51,鉄骨造
群馬県前橋市富士見町時沢,前橋市,55000,1997-3-1,3DK,50.08,軽量鉄骨造
群馬県前橋市下新田町,前橋市,54000,1997-3-1,2DK,48.57,軽量鉄骨造
群馬県前橋市下新田町,前橋市,57000,1997-3-1,3DK,53.59,軽量鉄骨造
群馬県前橋市本町1丁目,前橋市,52000,1997-3-1,1K,29.23,木造
群馬県前橋市稲荷新田町,前橋市,50000,1997-3-1,2LDK,51.23,木造
群馬県前橋市富士見町時沢,前橋市,55000,1997-3-1,3DK,50.08,軽量鉄骨造
群馬県前橋市朝倉町4丁目,前橋市,38000,1997-3-1,1K,20.67,鉄骨造
群馬県安中市原市,安中市原市,42000,1997-3-1,1K,26.4,木造
埼玉県本庄市下野堂1丁目,本庄市,32000,1997-3-1,1K,26.49,重量鉄骨造
群馬県前橋市荒牧町1丁目,前橋市,47000,1997-3-1,2DK,48.5,RC(鉄筋コンクリート造)
群馬県前橋市前箱田町,前橋市,68000,1997-3-1,3LDK,65.52,RC(鉄筋コンクリート造)
群馬県前橋市本町1丁目,前橋市,59000,1997-3-1,1K,27.74,木造
埼玉県本庄市下野堂1丁目,本庄市,31000,1997-3-1,1K,26.49,重量鉄骨造
埼玉県本庄市下野堂1丁目,本庄市,31000,1997-3-1,1K,26.49,重量鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,54000,1997-3-1,2LDK,52,鉄骨造
群馬県前橋市朝日町3丁目,前橋市,43000,1997-3-1,1K,26,軽量鉄骨造
群馬県前橋市朝倉町4丁目,前橋市,38000,1997-3-1,1K,20.67,鉄骨造
栃木県足利市五十部町,足利市,52000,1997-3-1,2DK,39.6,鉄骨造
群馬県前橋市前箱田町,前橋市,69000,1997-3-1,3LDK,65.52,RC(鉄筋コンクリート造)
群馬県前橋市元総社町,前橋市,50000,1997-3-1,2DK,43.5,木造
群馬県甘楽郡甘楽町大字福島,甘楽郡,44000,1997-3-1,2DK,42.11,軽量鉄骨造
群馬県前橋市朝倉町4丁目,前橋市,37000,1997-3-1,1K,20.67,鉄骨造
群馬県前橋市朝倉町4丁目,前橋市,37000,1997-3-1,1K,20.67,鉄骨造
群馬県前橋市荒牧町1丁目,前橋市,52000,1997-3-1,2K,48.5,RC(鉄筋コンクリート造)
群馬県前橋市前箱田町,前橋市,70000,1997-3-1,3LDK,69.34,RC(鉄筋コンクリート造)
埼玉県本庄市寿2丁目,本庄市,35000,1997-3-1,1K,24.18,軽量鉄骨造
群馬県前橋市元総社町,前橋市,50000,1997-3-1,2DK,43.5,木造
埼玉県児玉郡上里町大字三町,児玉郡,50000,1997-3-1,2DK,41.33,軽量鉄骨造
群馬県前橋市上小出町3丁目,前橋市,45000,1997-3-1,1LDK,39.7,鉄骨造
群馬県前橋市朝日町4丁目,前橋市,32000,1997-3-1,1K,21.45,鉄骨造
群馬県前橋市広瀬町2丁目,前橋市,36000,1997-3-1,1K,22.2,鉄骨造
群馬県前橋市下細井町,前橋市,53000,1997-3-1,2LDK,53.82,木造
埼玉県児玉郡上里町大字三町,児玉郡,48000,1997-3-1,2DK,41.33,軽量鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,55000,1997-3-1,3DK,52,鉄骨造
埼玉県本庄市寿2丁目,本庄市,36000,1997-3-1,1K,21,軽量鉄骨造
埼玉県本庄市下野堂1丁目,本庄市,32000,1997-3-1,1K,26.49,重量鉄骨造
栃木県足利市常見町2丁目,足利市,50000,1997-3-1,1LDK,40.92,軽量鉄骨造
群馬県高崎市旭町,高崎市,105000,1997-3-1,3LDK,65.54,SRC(鉄骨鉄筋コンクリート)
栃木県足利市大町,足利市,70000,1997-4-1,3LDK,67.34,SRC(鉄骨鉄筋コンクリート)
群馬県高崎市中豊岡町,高崎市,47000,1997-4-1,2DK,40.15,軽量鉄骨造
群馬県前橋市江田町,前橋市,49000,1997-4-1,2DK,40.91,軽量鉄骨造
群馬県太田市新田萩町,太田市,36000,1997-4-1,1LDK,39.96,鉄骨造
群馬県伊勢崎市上諏訪町,伊勢崎市,53000,1997-4-1,3DK,50.75,軽量鉄骨造
群馬県高崎市新町,高崎市,60000,1997-4-1,1R,59.62,鉄骨造
栃木県足利市田中町,足利市,36000,1997-4-1,1R,21.06,鉄骨造
群馬県太田市新田萩町,太田市,36000,1997-4-1,1LDK,39.96,鉄骨造
栃木県足利市伊勢町4丁目,足利市,54000,1997-4-1,3DK,52.99,木造
群馬県前橋市江田町,前橋市,54000,1997-4-1,3DK,50.08,軽量鉄骨造
群馬県前橋市下細井町,前橋市,29000,1997-4-1,1K,26.45,木造
栃木県足利市大門通,足利市,53000,1997-4-1,3LDK,65.83,木造
栃木県足利市大町,足利市,66000,1997-4-1,4DK,67.34,SRC(鉄骨鉄筋コンクリート)
群馬県伊勢崎市今泉町2丁目,伊勢崎市,52000,1997-4-1,3DK,48.84,軽量鉄骨造
群馬県太田市新田萩町,太田市,36000,1997-4-1,1LDK,39.96,鉄骨造
群馬県高崎市石原町,高崎市,43000,1997-4-1,1LDK,44.71,鉄骨造
栃木県足利市伊勢町4丁目,足利市,52000,1997-4-1,3DK,52.99,木造
群馬県伊勢崎市今泉町2丁目,伊勢崎市,44000,1997-4-1,2DK,36.54,軽量鉄骨造
群馬県高崎市中豊岡町,高崎市,43000,1997-4-1,2DK,40.15,軽量鉄骨造
群馬県伊勢崎市八寸町,伊勢崎市,44000,1997-4-1,1LDK,39,重量鉄骨造
栃木県足利市葉鹿町,足利市,45000,1997-4-1,2DK,34.78,軽量鉄骨造
群馬県太田市大原町,太田市,35000,1997-4-1,2DK,40.15,木造
群馬県前橋市青柳町,前橋市,50000,1997-4-1,2DK,48.47,軽量鉄骨造
群馬県前橋市下細井町,前橋市,30000,1997-4-1,1K,26.49,木造
群馬県高崎市飯塚町,高崎市,50000,1997-4-1,1LDK,46.28,鉄骨造
群馬県前橋市上泉町,前橋市,58000,1997-4-1,3DK,58.59,RC(鉄筋コンクリート造)
栃木県足利市伊勢町4丁目,足利市,54000,1997-4-1,3DK,52.99,木造
群馬県前橋市江田町,前橋市,58000,1997-4-1,2DK,45.29,軽量鉄骨造
群馬県前橋市江田町,前橋市,49000,1997-4-1,2DK,40.91,軽量鉄骨造
群馬県伊勢崎市曲沢町,伊勢崎市,56000,1997-4-1,2LDK,60.8,RC(鉄筋コンクリート造)
群馬県前橋市関根町,前橋市,41000,1997-4-1,1K,26.49,鉄骨造
群馬県前橋市紅雲町1丁目,前橋市,28000,1997-4-1,1K,21.06,鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,55000,1997-4-1,3DK,49.5,木造
群馬県伊勢崎市八寸町,伊勢崎市,45000,1997-4-1,1LDK,39,重量鉄骨造
群馬県伊勢崎市昭和町,伊勢崎市,55000,1997-4-1,2LDK,50,軽量鉄骨造
栃木県足利市葉鹿町,足利市,45000,1997-4-1,2DK,34.78,軽量鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,60000,1997-4-1,3DK,56.84,RC(鉄筋コンクリート造)
群馬県伊勢崎市今泉町2丁目,伊勢崎市,42000,1997-4-1,2DK,36.54,軽量鉄骨造
群馬県伊勢崎市曲沢町,伊勢崎市,56000,1997-4-1,2LDK,61.12,RC(鉄筋コンクリート造)
群馬県伊勢崎市曲沢町,伊勢崎市,57000,1997-4-1,2LDK,60.8,RC(鉄筋コンクリート造)
群馬県伊勢崎市曲沢町,伊勢崎市,60000,1997-4-1,1LDK,60.8,RC(鉄筋コンクリート造)
群馬県伊勢崎市曲沢町,伊勢崎市,56000,1997-4-1,2LDK,60.8,RC(鉄筋コンクリート造)
群馬県太田市新田萩町,太田市,36000,1997-4-1,1LDK,39.96,鉄骨造
栃木県足利市助戸新山町,足利市,52000,1997-4-5,2LDK,56.2,鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,33000,1997-4-30,1K,23.18,鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,33000,1997-4-30,1K,23.18,鉄骨造
群馬県高崎市高浜町,高崎市,49000,1997-5-1,2LDK,53.63,木造
群馬県高崎市高浜町,高崎市,47000,1997-5-1,2LDK,53.63,木造
群馬県前橋市荒牧町,前橋市,60000,1997-5-1,3K,50.78,軽量鉄骨造
群馬県伊勢崎市下植木町,伊勢崎市,70000,1997-5-1,3DK,52,RC(鉄筋コンクリート造)
群馬県高崎市浜尻町,高崎市,58000,1997-5-1,3DK,55.44,軽量鉄骨造
群馬県高崎市井野町,高崎市,23000,1997-5-1,1R,16,木造
群馬県前橋市日吉町4丁目,前橋市,120000,1997-5-1,3LDK,71.81,SRC(鉄骨鉄筋コンクリート)
群馬県高崎市下小鳥町,高崎市,44000,1997-5-1,1R,33.21,鉄骨造
群馬県高崎市柳川町,高崎市,42000,1997-5-1,1K,20.24,軽量鉄骨造
栃木県足利市福居町,足利市,35000,1997-5-1,1K,27.34,鉄骨造
群馬県甘楽郡甘楽町大字小川,甘楽郡,48000,1997-5-1,3DK,52.17,鉄骨造
群馬県高崎市高浜町,高崎市,45000,1997-5-1,2LDK,53.63,木造
群馬県伊勢崎市連取本町,伊勢崎市,68000,1997-5-1,3DK,53,RC(鉄筋コンクリート造)
群馬県伊勢崎市下植木町,伊勢崎市,68000,1997-5-1,3DK,52,RC(鉄筋コンクリート造)
群馬県伊勢崎市下植木町,伊勢崎市,69000,1997-5-1,3DK,52,RC(鉄筋コンクリート造)
群馬県高崎市柳川町,高崎市,58000,1997-5-1,2DK,40.73,軽量鉄骨造
群馬県高崎市柳川町,高崎市,42000,1997-5-1,1K,20.24,軽量鉄骨造
群馬県前橋市広瀬町2丁目,前橋市,30000,1997-6-1,1K,15.47,木造
埼玉県本庄市下野堂1丁目,本庄市,30000,1997-6-1,1K,26.49,木造
群馬県高崎市上大類町,高崎市,54000,1997-6-1,2DK,43.85,軽量鉄骨造
埼玉県本庄市下野堂1丁目,本庄市,30000,1997-6-1,1K,26.49,木造
群馬県高崎市上大類町,高崎市,55000,1997-6-1,2DK,48.75,軽量鉄骨造
群馬県安中市高別当,安中市,39000,1997-6-1,2DK,43.2,軽量鉄骨造
埼玉県本庄市下野堂1丁目,本庄市,31000,1997-6-1,1K,26.49,木造
群馬県前橋市川原町1丁目,前橋市,39000,1997-6-1,1K,26.4,鉄骨造
群馬県高崎市西島町,高崎市,30000,1997-6-1,1K,21.6,軽量鉄骨造
群馬県伊勢崎市稲荷町,伊勢崎市,54000,1997-6-1,3LDK,65.57,木造
栃木県足利市福富町,足利市,43000,1997-6-1,1DK,27.53,木造
群馬県前橋市川原町1丁目,前橋市,38000,1997-6-1,1K,26.4,鉄骨造
群馬県前橋市川原町1丁目,前橋市,39000,1997-6-1,1K,26.4,鉄骨造
群馬県伊勢崎市西久保町2丁目,伊勢崎市,39000,1997-6-1,1DK,26.4,軽量鉄骨造
埼玉県本庄市下野堂1丁目,本庄市,30000,1997-6-1,1K,26.49,木造
埼玉県本庄市下野堂1丁目,本庄市,30000,1997-6-1,1K,26.49,木造
群馬県高崎市上大類町,高崎市,58000,1997-7-1,2DK,48,RC(鉄筋コンクリート造)
群馬県桐生市相生町3丁目,桐生市,55000,1997-7-1,2LDK,55.41,軽量鉄骨造
群馬県桐生市相生町3丁目,桐生市,55000,1997-7-1,2LDK,55.28,軽量鉄骨造
群馬県高崎市芝塚町,高崎市,28000,1997-7-1,1K,16.56,木造
群馬県高崎市上大類町,高崎市,57000,1997-7-1,2DK,45.9,RC(鉄筋コンクリート造)
群馬県高崎市上大類町,高崎市,54000,1997-7-1,2DK,45.9,RC(鉄筋コンクリート造)
群馬県高崎市中豊岡町,高崎市,49000,1997-7-1,2DK,42.05,軽量鉄骨造
群馬県前橋市西片貝町4丁目,前橋市,55000,1997-7-1,3DK,49.7,木造
群馬県前橋市朝日町4丁目,前橋市,37000,1997-7-1,1K,20,軽量鉄骨造
群馬県前橋市朝日町4丁目,前橋市,37000,1997-7-1,1K,20,軽量鉄骨造
群馬県前橋市西片貝町4丁目,前橋市,55000,1997-7-1,3DK,49.7,木造
群馬県前橋市川曲町,前橋市,58000,1997-7-1,3DK,65.7,RC(鉄筋コンクリート造)
群馬県前橋市朝日町4丁目,前橋市,37000,1997-7-1,1K,21,軽量鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,45000,1997-7-1,2DK,39,木造
群馬県高崎市片岡町3丁目,高崎市,58000,1997-7-1,3DK,53.59,軽量鉄骨造
群馬県前橋市川原町,前橋市,65000,1997-8-1,3DK,60.97,RC(鉄筋コンクリート造)
群馬県高崎市箕郷町上芝,高崎市,50000,1997-8-1,2LDK,53.63,木造
栃木県足利市小俣町,足利市,38000,1997-8-1,2DK,42.87,木造
群馬県前橋市川原町,前橋市,65000,1997-8-1,3DK,60.97,RC(鉄筋コンクリート造)
群馬県佐波郡玉村町大字下新田,佐波郡,31000,1997-8-1,1K,24.84,鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,50000,1997-8-1,2DK,39,木造
群馬県前橋市川原町,前橋市,60000,1997-8-1,3DK,60.97,RC(鉄筋コンクリート造)
群馬県高崎市嘉多町,高崎市,35000,1997-9-1,1K,30.55,RC(鉄筋コンクリート造)
群馬県高崎市石原町,高崎市,54000,1997-9-1,2DK,40.15,軽量鉄骨造
埼玉県児玉郡神川町大字八日市,児玉郡,28000,1997-9-1,1K,22.3,鉄骨造
埼玉県児玉郡神川町大字八日市,児玉郡,28000,1997-9-1,1K,22.3,鉄骨造
群馬県前橋市若宮町3丁目,前橋市,58000,1997-9-1,2DK,47.69,軽量鉄骨造
埼玉県児玉郡神川町大字八日市,児玉郡,30000,1997-9-1,1K,22.3,鉄骨造
埼玉県児玉郡神川町大字八日市,児玉郡,28000,1997-9-1,1K,21.6,鉄骨造
群馬県高崎市棟高町,高崎市,54000,1997-9-1,3LDK,68.89,木造
埼玉県児玉郡神川町大字八日市,児玉郡,28000,1997-9-1,1K,22.3,鉄骨造
栃木県足利市福富町,足利市,65000,1997-9-1,3DK,55.07,木造
群馬県前橋市天川原町1丁目,前橋市,48000,1997-9-1,2DK,45.37,木造
群馬県高崎市棟高町,高崎市,54000,1997-9-1,3LDK,68.89,木造
群馬県前橋市若宮町3丁目,前橋市,58000,1997-9-1,2DK,47.69,軽量鉄骨造
